Date,Crop,Quantity Sold (kg),Price per kg (₹),Revenue (₹)
2022-06-28,Sorghum,1150,20.76,23874.0
2022-06-28,Barley,985,30.34,29884.9
2022-06-29,Rice,680,31.2,21216.0
2022-06-29,Wheat,1026,23.41,24018.66
2022-06-29,Corn,1145,22.18,25396.1
2022-06-29,Millet,1249,19.11,23868.39
2022-06-29,Soybean,962,45.74,44001.88
2022-06-29,Rapeseed,754,52.1,39283.4
2022-06-29,Peanut,799,58.87,47037.13
2022-06-29,Sorghum,1423,20.08,28573.84
2022-06-29,Barley,1366,26.53,36239.98
2022-06-30,Rice,744,31.46,23406.24
2022-06-30,Wheat,1494,22.97,34317.18
2022-06-30,Corn,753,20.22,15225.66
2022-06-30,Millet,530,17.19,9110.7
2022-06-30,Soybean,931,52.91,49259.21
2022-06-30,Rapeseed,1128,58.71,66224.88
2022-06-30,Peanut,1437,64.77,93074.49
2022-06-30,Sorghum,1344,19.21,25818.24
2022-06-30,Barley,1332,26.93,35870.76
2022-07-01,Rice,1891,29.15,55122.65
2022-07-01,Wheat,818,24.36,19926.48
2022-07-01,Corn,1379,22.67,31261.93
2022-07-01,Millet,972,17.78,17282.16
2022-07-01,Soybean,719,47.87,34418.53
2022-07-01,Rapeseed,804,53.0,42612.0
2022-07-01,Peanut,1334,65.25,87043.5
2022-07-01,Sorghum,1040,18.04,18761.6
2022-07-01,Barley,1055,28.12,29666.6
2022-07-02,Rice,2080,27.77,57761.6
2022-07-02,Wheat,715,27.06,19347.9
2022-07-02,Corn,1415,22.12,31299.8
2022-07-02,Millet,581,17.78,10330.18
2022-07-02,Soybean,665,47.41,31527.65
2022-07-02,Rapeseed,1306,53.65,70066.9
2022-07-02,Peanut,831,58.48,48596.88
2022-07-02,Sorghum,1018,18.88,19219.84
2022-07-02,Barley,1092,26.85,29320.2
2022-07-03,Rice,1020,30.2,30804.0
2022-07-03,Wheat,582,24.44,14224.08
2022-07-03,Corn,938,22.06,20692.28
2022-07-03,Millet,692,18.86,13051.12
2022-07-03,Soybean,848,45.63,38694.24
2022-07-03,Rapeseed,622,54.34,33799.48
2022-07-03,Peanut,932,64.32,59946.24
2022-07-03,Sorghum,1029,18.24,18768.96
2022-07-03,Barley,1487,27.04,40208.48
2022-07-04,Rice,1351,32.61,44056.11
2022-07-04,Wheat,1310,25.91,33942.1
2022-07-04,Corn,634,22.9,14518.6
2022-07-04,Millet,927,17.76,16463.52
2022-07-04,Soybean,838,47.37,39696.06
2022-07-04,Rapeseed,1032,51.68,53333.76
2022-07-04,Peanut,1039,57.27,59503.53
2022-07-04,Sorghum,1196,18.98,22700.08
2022-07-04,Barley,654,29.02,18979.08
2022-07-05,Rice,1051,28.86,30331.86
2022-07-05,Wheat,569,25.73,14640.37
2022-07-05,Corn,829,22.59,18727.11
2022-07-05,Millet,992,16.8,16665.6
2022-07-05,Soybean,827,51.36,42474.72
2022-07-05,Rapeseed,1002,54.1,54208.2
2022-07-05,Peanut,1142,57.47,65630.74
2022-07-05,Sorghum,794,20.04,15911.76
2022-07-05,Barley,933,26.57,24789.81
2022-07-06,Rice,1530,27.26,41707.8
2022-07-06,Wheat,1015,24.25,24613.75
2022-07-06,Corn,1101,20.88,22988.88
2022-07-06,Millet,1166,16.7,19472.2
2022-07-06,Soybean,1043,53.19,55477.17
2022-07-06,Rapeseed,1456,52.74,76789.44
2022-07-06,Peanut,863,57.73,49820.99
2022-07-06,Sorghum,522,19.18,10011.96
2022-07-06,Barley,1009,28.77,29028.93
2022-07-07,Rice,1939,28.14,54563.46
2022-07-07,Wheat,1155,24.74,28574.7
2022-07-07,Corn,1299,20.45,26564.55
2022-07-07,Millet,1093,16.82,18384.26
2022-07-07,Soybean,1488,47.83,71171.04
2022-07-07,Rapeseed,651,51.56,33565.56
2022-07-07,Peanut,1090,63.9,69651.0
2022-07-07,Sorghum,722,18.12,13082.64
2022-07-07,Barley,938,28.96,27164.48
2022-07-08,Rice,1434,27.86,39951.24
2022-07-08,Wheat,1134,26.59,30153.06
2022-07-08,Corn,1121,20.41,22879.61
2022-07-08,Millet,569,17.59,10008.71
2022-07-08,Soybean,1437,46.03,66145.11
2022-07-08,Rapeseed,1208,60.37,72926.96
2022-07-08,Peanut,798,61.44,49029.12
2022-07-08,Sorghum,1153,19.63,22633.39
2022-07-08,Barley,597,29.73,17748.81
2022-07-09,Rice,1014,30.54,30967.56
2022-07-09,Wheat,1165,23.08,26888.2
2022-07-09,Corn,822,21.35,17549.7
2022-07-09,Millet,1199,17.4,20862.6
2022-07-09,Soybean,869,53.21,46239.49
2022-07-09,Rapeseed,589,52.01,30633.89
2022-07-09,Peanut,1309,62.1,81288.9
2022-07-09,Sorghum,1276,20.8,26540.8
2022-07-09,Barley,585,27.69,16198.65
2022-07-10,Rice,2239,30.19,67595.41
2022-07-10,Wheat,689,25.35,17466.15
2022-07-10,Corn,870,19.98,17382.6
2022-07-10,Millet,1236,16.49,20381.64
2022-07-10,Soybean,682,53.74,36650.68
2022-07-10,Rapeseed,1402,58.64,82213.28
2022-07-10,Peanut,839,62.69,52596.91
2022-07-10,Sorghum,931,18.42,17149.02
2022-07-10,Barley,842,27.55,23197.1
2022-07-11,Rice,1257,32.58,40953.06
2022-07-11,Wheat,1175,23.73,27882.75
2022-07-11,Corn,637,21.26,13542.62
2022-07-11,Millet,1235,19.02,23489.7
2022-07-11,Soybean,724,49.92,36142.08
2022-07-11,Rapeseed,746,54.1,40358.6
2022-07-11,Peanut,1310,58.15,76176.5
2022-07-11,Sorghum,576,20.41,11756.16
2022-07-11,Barley,501,29.1,14579.1
2022-07-12,Rice,766,31.34,24006.44
2022-07-12,Wheat,1345,22.51,30275.95
2022-07-12,Corn,1485,22.02,32699.7
2022-07-12,Millet,673,18.05,12147.65
2022-07-12,Soybean,1345,47.33,63658.85
2022-07-12,Rapeseed,780,51.02,39795.6
2022-07-12,Peanut,736,55.94,41171.84
2022-07-12,Sorghum,720,20.3,14616.0
2022-07-12,Barley,710,28.32,20107.2
2022-07-13,Rice,2014,29.55,59513.7
2022-07-13,Wheat,994,24.8,24651.2
2022-07-13,Corn,1314,22.44,29486.16
2022-07-13,Millet,1104,17.58,19408.32
2022-07-13,Soybean,1326,50.6,67095.6
2022-07-13,Rapeseed,1001,57.89,57947.89
2022-07-13,Peanut,851,61.12,52013.12
2022-07-13,Sorghum,1499,18.23,27326.77
2022-07-13,Barley,1077,25.75,27732.75
2022-07-14,Rice,1162,30.68,35650.16
2022-07-14,Wheat,952,26.75,25466.0
2022-07-14,Corn,571,22.37,12773.27
2022-07-14,Millet,1181,19.02,22462.62
2022-07-14,Soybean,1293,52.62,68037.66
2022-07-14,Rapeseed,579,49.79,28828.41
2022-07-14,Peanut,902,58.74,52983.48
2022-07-14,Sorghum,1407,21.78,30644.46
2022-07-14,Barley,905,26.15,23665.75
2022-07-15,Rice,1552,28.61,44402.72
2022-07-15,Wheat,545,24.86,13548.7
2022-07-15,Corn,632,20.89,13202.48
2022-07-15,Millet,866,19.15,16583.9
2022-07-15,Soybean,768,53.52,41103.36
2022-07-15,Rapeseed,1205,52.67,63467.35
2022-07-15,Peanut,1424,64.2,91420.8
2022-07-15,Sorghum,1299,20.6,26759.4
2022-07-15,Barley,885,26.08,23080.8
2022-07-16,Rice,1470,27.94,41071.8
2022-07-16,Wheat,918,26.88,24675.84
2022-07-16,Corn,1238,23.35,28907.3
2022-07-16,Millet,1076,19.53,21014.28
2022-07-16,Soybean,1028,45.75,47031.0
2022-07-16,Rapeseed,628,57.97,36405.16
2022-07-16,Peanut,1395,56.92,79403.4
2022-07-16,Sorghum,551,20.51,11301.01
2022-07-16,Barley,1270,26.28,33375.6
2022-07-17,Rice,1587,27.14,43071.18
2022-07-17,Wheat,585,27.32,15982.2
2022-07-17,Corn,929,21.47,19945.63
2022-07-17,Millet,1328,19.49,25882.72
2022-07-17,Soybean,1209,48.02,58056.18
2022-07-17,Rapeseed,802,51.13,41006.26
2022-07-17,Peanut,702,57.18,40140.36
2022-07-17,Sorghum,601,18.6,11178.6
2022-07-17,Barley,1102,30.31,33401.62
2022-07-18,Rice,1023,30.85,31559.55
2022-07-18,Wheat,1362,26.41,35970.42
2022-07-18,Corn,588,23.2,13641.6
2022-07-18,Millet,1420,17.75,25205.0
2022-07-18,Soybean,1374,52.95,72753.3
2022-07-18,Rapeseed,747,53.95,40300.65
2022-07-18,Peanut,688,55.45,38149.6
2022-07-18,Sorghum,1237,18.81,23267.97
2022-07-18,Barley,664,29.7,19720.8
2022-07-19,Rice,1560,32.96,51417.6
2022-07-19,Wheat,1480,22.63,33492.4
2022-07-19,Corn,1044,23.67,24711.48
2022-07-19,Millet,878,17.95,15760.1
2022-07-19,Soybean,1401,46.93,65748.93
2022-07-19,Rapeseed,746,55.21,41186.66
2022-07-19,Peanut,1491,63.34,94439.94
2022-07-19,Sorghum,1418,21.45,30416.1
2022-07-19,Barley,776,27.63,21440.88
2022-07-20,Rice,1609,30.08,48398.72
2022-07-20,Wheat,1342,27.33,36676.86
2022-07-20,Corn,671,20.8,13956.8
2022-07-20,Millet,999,18.69,18671.31
2022-07-20,Soybean,1016,52.86,53705.76
2022-07-20,Rapeseed,1050,59.4,62370.0
2022-07-20,Peanut,964,54.83,52856.12
2022-07-20,Sorghum,1112,19.63,21828.56
2022-07-20,Barley,1130,28.0,31640.0
2022-07-21,Rice,2248,30.87,69395.76
2022-07-21,Wheat,829,22.8,18901.2
2022-07-21,Corn,894,21.04,18809.76
2022-07-21,Millet,538,16.58,8920.04
2022-07-21,Soybean,1369,53.18,72803.42
2022-07-21,Rapeseed,545,56.48,30781.6
2022-07-21,Peanut,1402,61.95,86853.9
2022-07-21,Sorghum,777,20.99,16309.23
2022-07-21,Barley,1389,29.33,40739.37
2022-07-22,Rice,2167,27.92,60502.64
2022-07-22,Wheat,1271,22.53,28635.63
2022-07-22,Corn,737,21.16,15594.92
2022-07-22,Millet,875,16.49,14428.75
2022-07-22,Soybean,700,52.93,37051.0
2022-07-22,Rapeseed,945,50.75,47958.75
2022-07-22,Peanut,653,61.48,40146.44
2022-07-22,Sorghum,586,19.6,11485.6
2022-07-22,Barley,1319,28.39,37446.41
2022-07-23,Rice,811,30.03,24354.33
2022-07-23,Wheat,1241,23.17,28753.97
2022-07-23,Corn,640,22.36,14310.4
2022-07-23,Millet,1348,19.26,25962.48
2022-07-23,Soybean,941,52.4,49308.4
2022-07-23,Rapeseed,1345,51.88,69778.6
2022-07-23,Peanut,955,64.74,61826.7
2022-07-23,Sorghum,1182,21.72,25673.04
2022-07-23,Barley,769,26.59,20447.71
2022-07-24,Rice,1569,28.12,44120.28
2022-07-24,Wheat,577,23.61,13622.97
2022-07-24,Corn,827,21.14,17482.78
2022-07-24,Millet,920,19.1,17572.0
2022-07-24,Soybean,1348,45.73,61644.04
2022-07-24,Rapeseed,961,56.85,54632.85
2022-07-24,Peanut,1084,56.1,60812.4
2022-07-24,Sorghum,537,20.83,11185.71
2022-07-24,Barley,925,27.41,25354.25
2022-07-25,Rice,1399,32.77,45845.23
2022-07-25,Wheat,704,26.15,18409.6
2022-07-25,Corn,680,22.29,15157.2
2022-07-25,Millet,1340,16.3,21842.0
2022-07-25,Soybean,656,46.24,30333.44
2022-07-25,Rapeseed,1141,55.19,62971.79
2022-07-25,Peanut,1186,57.96,68740.56
2022-07-25,Sorghum,601,19.2,11539.2
2022-07-25,Barley,588,28.67,16857.96
2022-07-26,Rice,2133,29.55,63030.15
2022-07-26,Wheat,939,25.14,23606.46
2022-07-26,Corn,1035,21.67,22428.45
2022-07-26,Millet,1364,19.76,26952.64
2022-07-26,Soybean,532,49.71,26445.72
2022-07-26,Rapeseed,1492,55.74,83164.08
2022-07-26,Peanut,1264,58.9,74449.6
2022-07-26,Sorghum,1247,19.94,24865.18
2022-07-26,Barley,1457,28.16,41029.12
2022-07-27,Rice,1090,28.5,31065.0
2022-07-27,Wheat,734,27.11,19898.74
2022-07-27,Corn,639,23.44,14978.16
2022-07-27,Millet,1251,19.3,24144.3
2022-07-27,Soybean,1072,48.14,51606.08
2022-07-27,Rapeseed,515,57.99,29864.85
2022-07-27,Peanut,835,58.57,48905.95
2022-07-27,Sorghum,669,20.68,13834.92
2022-07-27,Barley,1490,26.19,39023.1
2022-07-28,Rice,763,30.71,23431.73
2022-07-28,Wheat,548,26.63,14593.24
2022-07-28,Corn,1178,20.79,24490.62
2022-07-28,Millet,1319,17.32,22845.08
2022-07-28,Soybean,638,53.6,34196.8
2022-07-28,Rapeseed,955,53.74,51321.7
2022-07-28,Peanut,679,64.96,44107.84
2022-07-28,Sorghum,1144,21.24,24298.56
2022-07-28,Barley,1247,26.5,33045.5
2022-07-29,Rice,1689,27.66,46717.74
2022-07-29,Wheat,1057,27.17,28718.69
2022-07-29,Corn,1005,22.68,22793.4
2022-07-29,Millet,1293,16.73,21631.89
2022-07-29,Soybean,1122,49.75,55819.5
2022-07-29,Rapeseed,1439,55.24,79490.36
2022-07-29,Peanut,1099,57.84,63566.16
2022-07-29,Sorghum,1098,18.87,20719.26
2022-07-29,Barley,1391,28.95,40269.45
2022-07-30,Rice,937,32.35,30311.95
2022-07-30,Wheat,1042,26.91,28040.22
2022-07-30,Corn,1443,20.62,29754.66
2022-07-30,Millet,992,18.89,18738.88
2022-07-30,Soybean,551,48.37,26651.87
2022-07-30,Rapeseed,998,55.27,55159.46
2022-07-30,Peanut,909,58.3,52994.7
2022-07-30,Sorghum,1060,19.12,20267.2
2022-07-30,Barley,870,29.69,25830.3
2022-07-31,Rice,1186,31.08,36860.88
2022-07-31,Wheat,1439,24.26,34910.14
2022-07-31,Corn,1141,20.51,23401.91
2022-07-31,Millet,971,18.99,18439.29
2022-07-31,Soybean,1251,54.31,67941.81
2022-07-31,Rapeseed,745,57.17,42591.65
2022-07-31,Peanut,570,64.44,36730.8
2022-07-31,Sorghum,657,20.43,13422.51
2022-07-31,Barley,1341,26.22,35161.02
2022-08-01,Rice,1623,27.14,44048.22
2022-08-01,Wheat,659,23.0,15157.0
2022-08-01,Corn,746,22.94,17113.24
2022-08-01,Millet,978,19.78,19344.84
2022-08-01,Soybean,1690,47.85,80866.5
2022-08-01,Rapeseed,833,52.43,43674.19
2022-08-01,Peanut,1663,62.74,104336.62
2022-08-01,Sorghum,662,21.26,14074.12
2022-08-01,Barley,1328,26.58,35298.24
2022-08-02,Rice,831,29.94,24880.14
2022-08-02,Wheat,804,24.16,19424.64
2022-08-02,Corn,1656,20.65,34196.4
2022-08-02,Millet,707,16.54,11693.78
2022-08-02,Soybean,1285,46.6,59881.0
2022-08-02,Rapeseed,1298,50.85,66003.3
2022-08-02,Peanut,1393,54.24,75556.32
2022-08-02,Sorghum,1171,21.29,24930.59
2022-08-02,Barley,998,28.1,28043.8
2022-08-03,Rice,1198,30.13,36095.74
2022-08-03,Wheat,1422,23.42,33303.24
2022-08-03,Corn,845,20.94,17694.3
2022-08-03,Millet,553,18.04,9976.12
2022-08-03,Soybean,1294,49.99,64687.06
2022-08-03,Rapeseed,1256,59.17,74317.52
2022-08-03,Peanut,1131,54.83,62012.73
2022-08-03,Sorghum,1362,19.31,26300.22
2022-08-03,Barley,1425,30.74,43804.5
2022-08-04,Rice,1186,30.43,36089.98
2022-08-04,Wheat,1196,23.92,28608.32
2022-08-04,Corn,923,23.54,21727.42
2022-08-04,Millet,887,19.03,16879.61
2022-08-04,Soybean,1272,50.69,64477.68
2022-08-04,Rapeseed,623,58.74,36595.02
2022-08-04,Peanut,1028,58.95,60600.6
2022-08-04,Sorghum,845,18.83,15911.35
2022-08-04,Barley,1277,30.26,38642.02
2022-08-05,Rice,1998,27.94,55824.12
2022-08-05,Wheat,827,23.19,19178.13
2022-08-05,Corn,1203,20.78,24998.34
2022-08-05,Millet,1100,18.27,20097.0
2022-08-05,Soybean,1513,46.41,70218.33
2022-08-05,Rapeseed,816,54.91,44806.56
2022-08-05,Peanut,1485,62.81,93272.85
2022-08-05,Sorghum,1076,18.03,19400.28
2022-08-05,Barley,870,27.64,24046.8
2022-08-06,Rice,2227,28.78,64093.06
2022-08-06,Wheat,525,24.39,12804.75
2022-08-06,Corn,1617,21.24,34345.08
2022-08-06,Millet,1382,19.49,26935.18
2022-08-06,Soybean,1304,50.65,66047.6
2022-08-06,Rapeseed,1354,59.82,80996.28
2022-08-06,Peanut,609,65.21,39712.89
2022-08-06,Sorghum,1021,21.36,21808.56
2022-08-06,Barley,1277,27.59,35232.43
2022-08-07,Rice,1051,28.74,30205.74
2022-08-07,Wheat,1201,23.92,28727.92
2022-08-07,Corn,868,22.03,19122.04
2022-08-07,Millet,1059,16.22,17176.98
2022-08-07,Soybean,848,45.56,38634.88
2022-08-07,Rapeseed,616,55.11,33947.76
2022-08-07,Peanut,1639,62.76,102863.64
2022-08-07,Sorghum,1256,19.91,25006.96
2022-08-07,Barley,924,27.49,25400.76
2022-08-08,Rice,1056,32.84,34679.04
2022-08-08,Wheat,589,23.68,13947.52
2022-08-08,Corn,895,21.22,18991.9
2022-08-08,Millet,1262,16.28,20545.36
2022-08-08,Soybean,1329,49.9,66317.1
2022-08-08,Rapeseed,506,51.54,26079.24
2022-08-08,Peanut,920,55.27,50848.4
2022-08-08,Sorghum,1012,21.66,21919.92
2022-08-08,Barley,763,29.38,22416.94
2022-08-09,Rice,1629,32.78,53398.62
2022-08-09,Wheat,760,23.57,17913.2
2022-08-09,Corn,1092,21.05,22986.6
2022-08-09,Millet,856,18.54,15870.24
2022-08-09,Soybean,1599,46.32,74065.68
2022-08-09,Rapeseed,546,57.58,31438.68
2022-08-09,Peanut,1016,56.84,57749.44
2022-08-09,Sorghum,795,20.71,16464.45
2022-08-09,Barley,894,29.7,26551.8
2022-08-10,Rice,1653,31.54,52135.62
2022-08-10,Wheat,1495,26.67,39871.65
2022-08-10,Corn,1814,19.93,36153.02
2022-08-10,Millet,1255,19.64,24648.2
2022-08-10,Soybean,806,47.96,38655.76
2022-08-10,Rapeseed,621,53.02,32925.42
2022-08-10,Peanut,1582,57.56,91059.92
2022-08-10,Sorghum,1349,21.94,29597.06
2022-08-10,Barley,680,26.95,18326.0
2022-08-11,Rice,1338,32.05,42882.9
2022-08-11,Wheat,640,26.76,17126.4
2022-08-11,Corn,1407,19.85,27928.95
2022-08-11,Millet,1272,19.77,25147.44
2022-08-11,Soybean,1447,54.03,78181.41
2022-08-11,Rapeseed,1037,53.26,55230.62
2022-08-11,Peanut,1284,58.9,75627.6
2022-08-11,Sorghum,1160,21.49,24928.4
2022-08-11,Barley,817,28.08,22941.36
2022-08-12,Rice,1135,30.79,34946.65
2022-08-12,Wheat,924,24.89,22998.36
2022-08-12,Corn,681,23.12,15744.72
2022-08-12,Millet,502,18.07,9071.14
2022-08-12,Soybean,1686,46.85,78989.1
2022-08-12,Rapeseed,1379,55.81,76961.99
2022-08-12,Peanut,1675,58.41,97836.75
2022-08-12,Sorghum,1063,19.56,20792.28
2022-08-12,Barley,820,28.32,23222.4
2022-08-13,Rice,1618,31.74,51355.32
2022-08-13,Wheat,832,25.14,20916.48
2022-08-13,Corn,722,20.97,15140.34
2022-08-13,Millet,729,17.84,13005.36
2022-08-13,Soybean,867,54.86,47563.62
2022-08-13,Rapeseed,1159,56.57,65564.63
2022-08-13,Peanut,1206,55.43,66848.58
2022-08-13,Sorghum,1197,21.93,26250.21
2022-08-13,Barley,656,28.06,18407.36
2022-08-14,Rice,1356,27.35,37086.6
2022-08-14,Wheat,1428,23.2,33129.6
2022-08-14,Corn,1818,22.63,41141.34
2022-08-14,Millet,1365,16.42,22413.3
2022-08-14,Soybean,1604,48.29,77457.16
2022-08-14,Rapeseed,578,52.14,30136.92
2022-08-14,Peanut,615,54.12,33283.8
2022-08-14,Sorghum,1015,20.52,20827.8
2022-08-14,Barley,745,25.45,18960.25
2022-08-15,Rice,1783,28.26,50387.58
2022-08-15,Wheat,935,26.69,24955.15
2022-08-15,Corn,1531,21.25,32533.75
2022-08-15,Millet,559,19.15,10704.85
2022-08-15,Soybean,1092,54.75,59787.0
2022-08-15,Rapeseed,810,53.2,43092.0
2022-08-15,Peanut,1110,58.42,64846.2
2022-08-15,Sorghum,1334,20.07,26773.38
2022-08-15,Barley,679,27.3,18536.7
2022-08-16,Rice,1687,32.36,54591.32
2022-08-16,Wheat,879,27.43,24110.97
2022-08-16,Corn,1329,20.23,26885.67
2022-08-16,Millet,753,19.23,14480.19
2022-08-16,Soybean,897,46.68,41871.96
2022-08-16,Rapeseed,1005,54.08,54350.4
2022-08-16,Peanut,1794,55.51,99584.94
2022-08-16,Sorghum,1233,21.99,27113.67
2022-08-16,Barley,656,28.06,18407.36
2022-08-17,Rice,2089,30.46,63630.94
2022-08-17,Wheat,534,23.33,12458.22
2022-08-17,Corn,1241,22.1,27426.1
2022-08-17,Millet,527,19.4,10223.8
2022-08-17,Soybean,975,54.2,52845.0
2022-08-17,Rapeseed,797,53.35,42519.95
2022-08-17,Peanut,1315,57.81,76020.15
2022-08-17,Sorghum,1135,20.79,23596.65
2022-08-17,Barley,916,28.48,26087.68
2022-08-18,Rice,1587,28.45,45150.15
2022-08-18,Wheat,1167,23.49,27412.83
2022-08-18,Corn,1933,22.62,43724.46
2022-08-18,Millet,581,17.34,10074.54
2022-08-18,Soybean,1363,50.13,68327.19
2022-08-18,Rapeseed,714,53.36,38099.04
2022-08-18,Peanut,1536,59.36,91176.96
2022-08-18,Sorghum,1018,21.34,21724.12
2022-08-18,Barley,941,27.96,26310.36
2022-08-19,Rice,1135,29.23,33176.05
2022-08-19,Wheat,1213,25.83,31331.79
2022-08-19,Corn,1833,20.81,38144.73
2022-08-19,Millet,870,17.36,15103.2
2022-08-19,Soybean,1435,53.89,77332.15
2022-08-19,Rapeseed,1369,57.57,78813.33
2022-08-19,Peanut,1117,65.38,73029.46
2022-08-19,Sorghum,1311,18.96,24856.56
2022-08-19,Barley,1397,28.72,40121.84
2022-08-20,Rice,1371,27.87,38209.77
2022-08-20,Wheat,1221,25.85,31562.85
2022-08-20,Corn,742,23.46,17407.32
2022-08-20,Millet,739,17.65,13043.35
2022-08-20,Soybean,1152,53.33,61436.16
2022-08-20,Rapeseed,967,59.14,57188.38
2022-08-20,Peanut,631,54.32,34275.92
2022-08-20,Sorghum,811,21.21,17201.31
2022-08-20,Barley,814,25.3,20594.2
2022-08-21,Rice,1192,28.35,33793.2
2022-08-21,Wheat,1072,24.39,26146.08
2022-08-21,Corn,786,19.82,15578.52
2022-08-21,Millet,1049,18.64,19553.36
2022-08-21,Soybean,799,52.38,41851.62
2022-08-21,Rapeseed,1221,56.17,68583.57
2022-08-21,Peanut,872,65.07,56741.04
2022-08-21,Sorghum,1265,19.52,24692.8
2022-08-21,Barley,973,27.8,27049.4
2022-08-22,Rice,1993,30.74,61264.82
2022-08-22,Wheat,1470,23.29,34236.3
2022-08-22,Corn,949,21.3,20213.7
2022-08-22,Millet,724,17.71,12822.04
2022-08-22,Soybean,1342,53.8,72199.6
2022-08-22,Rapeseed,1185,53.65,63575.25
2022-08-22,Peanut,955,55.53,53031.15
2022-08-22,Sorghum,588,20.18,11865.84
2022-08-22,Barley,642,29.09,18675.78
2022-08-23,Rice,829,29.15,24165.35
2022-08-23,Wheat,988,22.61,22338.68
2022-08-23,Corn,1207,20.97,25310.79
2022-08-23,Millet,1174,19.51,22904.74
2022-08-23,Soybean,1608,52.39,84243.12
2022-08-23,Rapeseed,1379,52.4,72259.6
2022-08-23,Peanut,933,56.27,52499.91
2022-08-23,Sorghum,1440,19.31,27806.4
2022-08-23,Barley,727,29.74,21620.98
2022-08-24,Rice,1978,30.2,59735.6
2022-08-24,Wheat,986,24.54,24196.44
2022-08-24,Corn,1502,20.7,31091.4
2022-08-24,Millet,1271,19.69,25025.99
2022-08-24,Soybean,1108,46.58,51610.64
2022-08-24,Rapeseed,922,52.63,48524.86
2022-08-24,Peanut,1466,61.65,90378.9
2022-08-24,Sorghum,601,21.1,12681.1
2022-08-24,Barley,1489,25.23,37567.47
2022-08-25,Rice,847,31.69,26841.43
2022-08-25,Wheat,650,24.89,16178.5
2022-08-25,Corn,1216,21.39,26010.24
2022-08-25,Millet,567,17.24,9775.08
2022-08-25,Soybean,1492,46.66,69616.72
2022-08-25,Rapeseed,597,53.16,31736.52
2022-08-25,Peanut,1203,54.33,65358.99
2022-08-25,Sorghum,1491,21.92,32682.72
2022-08-25,Barley,1252,25.94,32476.88
2022-08-26,Rice,1593,32.89,52393.77
2022-08-26,Wheat,1291,27.22,35141.02
2022-08-26,Corn,1666,21.76,36252.16
2022-08-26,Millet,1168,18.79,21946.72
2022-08-26,Soybean,1585,47.13,74701.05
2022-08-26,Rapeseed,617,49.84,30751.28
2022-08-26,Peanut,1546,58.07,89776.22
2022-08-26,Sorghum,1042,18.3,19068.6
2022-08-26,Barley,995,25.23,25103.85
2022-08-27,Rice,1651,29.92,49397.92
2022-08-27,Wheat,729,22.93,16715.97
2022-08-27,Corn,1440,24.0,34560.0
2022-08-27,Millet,710,19.77,14036.7
2022-08-27,Soybean,1005,45.66,45888.3
2022-08-27,Rapeseed,1478,54.32,80284.96
2022-08-27,Peanut,1285,54.02,69415.7
2022-08-27,Sorghum,1225,19.21,23532.25
2022-08-27,Barley,1007,28.94,29142.58
2022-08-28,Rice,883,32.49,28688.67
2022-08-28,Wheat,732,23.69,17341.08
2022-08-28,Corn,1803,23.36,42118.08
2022-08-28,Millet,1398,18.86,26366.28
2022-08-28,Soybean,1657,54.74,90704.18
2022-08-28,Rapeseed,501,56.66,28386.66
2022-08-28,Peanut,963,59.47,57269.61
2022-08-28,Sorghum,1213,19.68,23871.84
2022-08-28,Barley,1384,26.83,37132.72
2022-08-29,Rice,2179,32.29,70359.91
2022-08-29,Wheat,906,24.32,22033.92
2022-08-29,Corn,1769,21.3,37679.7
2022-08-29,Millet,1482,18.52,27446.64
2022-08-29,Soybean,722,45.72,33009.84
2022-08-29,Rapeseed,1195,55.95,66860.25
2022-08-29,Peanut,1491,59.87,89266.17
2022-08-29,Sorghum,523,18.66,9759.18
2022-08-29,Barley,549,27.59,15146.91
2022-08-30,Rice,787,29.12,22917.44
2022-08-30,Wheat,510,27.33,13938.3
2022-08-30,Corn,663,20.99,13916.37
2022-08-30,Millet,1271,17.71,22509.41
2022-08-30,Soybean,799,48.29,38583.71
2022-08-30,Rapeseed,544,58.76,31965.44
2022-08-30,Peanut,1724,62.38,107543.12
2022-08-30,Sorghum,784,21.8,17091.2
2022-08-30,Barley,1111,26.94,29930.34
2022-08-31,Rice,1282,32.53,41703.46
2022-08-31,Wheat,505,25.44,12847.2
2022-08-31,Corn,1222,21.46,26224.12
2022-08-31,Millet,1418,17.32,24559.76
2022-08-31,Soybean,1263,46.96,59310.48
2022-08-31,Rapeseed,1391,56.88,79120.08
2022-08-31,Peanut,675,55.03,37145.25
2022-08-31,Sorghum,1040,21.69,22557.6
2022-08-31,Barley,715,27.05,19340.75
2022-09-01,Rice,1574,29.81,46920.94
2022-09-01,Wheat,1377,22.93,31574.61
2022-09-01,Corn,1816,21.96,39879.36
2022-09-01,Millet,1444,16.98,24519.12
2022-09-01,Soybean,2007,47.37,95071.59
2022-09-01,Rapeseed,797,58.59,46696.23
2022-09-01,Peanut,1880,56.09,105449.2
2022-09-01,Sorghum,1804,20.92,37739.68
2022-09-01,Barley,1156,29.98,34656.88
2022-09-02,Rice,945,29.74,28104.3
2022-09-02,Wheat,736,26.89,19791.04
2022-09-02,Corn,1237,22.65,28018.05
2022-09-02,Millet,894,16.71,14938.74
2022-09-02,Soybean,2079,45.65,94906.35
2022-09-02,Rapeseed,1303,49.85,64954.55
2022-09-02,Peanut,1034,57.53,59486.02
2022-09-02,Sorghum,1153,18.52,21353.56
